section id,recording id,timestamp [ns],p1 x [px],p1 y [px],p2 x [px],p2 y [px],eye left x [px],eye left y [px],eye right x [px],eye right y [px],nose x [px],nose y [px],mouth left x [px],mouth left y [px],mouth right x [px],mouth right y [px]
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535101696702,897.0,277.0,978.0,379.0,904.481,316.548,931.327,317.944,907.131,338.32,912.071,354.609,932.542,355.012
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535141918924,530.0,386.0,614.0,489.0,559.29,432.259,594.454,418.815,588.462,443.243,574.769,465.693,603.813,455.047
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535141918924,898.0,274.0,980.0,379.0,905.336,315.407,933.789,316.446,908.719,337.528,913.026,353.411,934.975,353.605
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535169785591,531.0,385.0,615.0,488.0,559.994,430.746,595.787,417.851,589.0,442.657,574.739,464.376,604.739,454.163
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535169785591,899.0,272.0,982.0,377.0,908.098,315.172,936.161,316.022,911.513,337.479,914.875,353.693,936.445,353.675
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535204552257,532.0,381.0,615.0,486.0,561.778,429.308,597.43,415.734,590.252,441.462,574.94,462.331,606.602,451.881
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535204552257,901.0,271.0,983.0,376.0,908.891,313.247,937.374,314.737,912.293,336.099,915.349,351.183,938.18,351.699
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535240607813,534.0,380.0,616.0,483.0,562.806,428.166,598.318,414.738,590.901,439.733,576.201,460.473,607.297,450.126
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535240607813,902.0,270.0,984.0,376.0,909.769,312.369,937.77,313.921,912.646,335.556,916.521,350.55,939.096,351.081
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535262785591,536.0,379.0,617.0,481.0,564.951,425.431,599.478,413.211,593.201,437.706,577.714,458.2,607.382,448.775
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535262785591,903.0,269.0,984.0,375.0,910.981,311.038,939.592,313.529,914.281,334.94,917.361,349.142,940.344,350.414
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535292918924,535.0,379.0,618.0,480.0,564.517,424.681,599.554,412.152,592.862,436.084,578.491,458.177,607.455,448.412
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535292918924,903.0,269.0,984.0,374.0,910.79,310.707,938.997,313.098,914.204,334.443,917.618,348.411,940.387,349.605
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535329274480,535.0,377.0,617.0,479.0,563.504,424.132,598.395,411.149,590.786,435.456,577.839,457.004,607.151,446.962
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535329274480,902.0,270.0,983.0,372.0,911.168,309.085,939.844,311.795,914.645,332.289,916.863,345.197,940.489,346.691
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535362152257,536.0,376.0,617.0,478.0,564.023,422.732,598.591,409.637,591.591,434.34,578.841,456.019,607.653,445.884
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535362152257,903.0,270.0,983.0,371.0,912.521,308.953,941.02,311.349,916.356,331.819,918.533,344.862,941.783,346.112
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535398074480,536.0,375.0,618.0,478.0,563.831,421.155,599.139,408.74,590.972,433.595,577.762,454.94,607.772,445.217
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535398074480,903.0,270.0,983.0,371.0,912.341,308.899,940.038,311.06,916.031,331.77,919.0,344.421,941.907,345.428
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535442230035,537.0,374.0,618.0,476.0,564.351,420.482,599.989,408.485,591.365,433.247,577.58,453.77,607.803,444.425
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535442230035,902.0,269.0,983.0,370.0,912.723,307.398,941.257,308.592,917.398,329.59,919.337,342.742,943.197,343.003
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535469196702,538.0,373.0,619.0,476.0,564.472,420.758,599.957,407.763,591.266,433.866,578.124,453.252,608.935,443.05
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535469196702,901.0,264.0,982.0,368.0,910.954,305.165,939.296,307.161,915.648,328.562,918.876,341.069,942.5,341.898
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535498530035,539.0,373.0,620.0,474.0,565.87,419.762,600.616,406.894,592.406,432.908,579.584,452.111,609.635,442.008
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535498530035,900.0,262.0,981.0,366.0,909.546,303.193,937.353,305.605,913.744,327.223,918.072,338.913,941.777,339.948
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535542341146,539.0,372.0,620.0,474.0,566.448,419.047,601.279,406.725,593.402,432.267,580.016,451.417,609.876,441.795
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535542341146,898.0,260.0,981.0,365.0,907.491,301.875,936.719,304.043,912.52,326.149,916.622,337.756,941.459,338.563
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535573818924,539.0,371.0,619.0,473.0,566.475,418.286,601.02,405.757,593.345,431.895,580.446,451.288,609.534,441.487
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535573818924,897.0,259.0,980.0,363.0,905.761,300.21,935.201,302.196,910.768,324.11,915.538,336.974,939.114,337.703
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535608452257,539.0,370.0,619.0,471.0,566.291,417.348,601.031,404.986,593.254,430.798,580.127,450.123,609.303,440.442
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535608452257,895.0,258.0,979.0,360.0,904.701,298.92,934.114,301.073,909.799,322.481,913.512,335.917,937.086,336.851
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535637296702,540.0,369.0,619.0,469.0,567.626,415.523,601.135,403.223,594.154,428.54,580.912,447.391,609.527,437.816
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535637296702,895.0,258.0,979.0,359.0,904.364,298.734,932.589,300.363,909.194,321.546,914.013,335.26,936.221,335.776
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535672230035,541.0,369.0,619.0,468.0,568.206,414.248,601.5,401.713,595.054,426.472,581.825,446.102,610.248,436.349
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535672230035,894.0,258.0,978.0,358.0,903.442,298.175,931.336,300.389,907.915,320.997,912.854,333.983,935.08,334.924
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535703318924,540.0,367.0,619.0,468.0,568.304,413.509,601.878,400.47,595.914,425.005,582.515,445.788,610.978,435.659
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535703318924,893.0,258.0,978.0,358.0,902.357,298.258,930.255,300.52,906.838,321.104,911.969,334.482,933.655,335.45
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535734818924,540.0,363.0,619.0,468.0,567.857,411.484,602.645,400.855,595.386,425.625,579.701,445.406,609.557,437.33
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535734818924,892.0,258.0,977.0,358.0,901.058,297.736,928.82,300.125,905.402,320.826,910.966,334.086,932.553,335.132
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535774163368,540.0,362.0,620.0,466.0,568.698,409.657,603.106,398.558,596.801,422.699,581.728,444.463,610.282,436.0
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535774163368,890.0,254.0,973.0,356.0,899.694,295.472,928.259,298.066,903.908,319.834,909.781,332.822,931.588,333.865
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535803896702,540.0,361.0,620.0,465.0,569.203,407.9,603.98,396.176,597.991,420.997,582.401,442.687,611.552,433.734
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535803896702,891.0,257.0,976.0,356.0,901.264,297.6,930.275,300.166,906.991,321.048,911.168,333.313,933.601,334.526
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535834807813,538.0,360.0,619.0,462.0,567.71,406.941,602.103,393.855,596.849,417.855,582.697,439.844,611.578,429.821
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535834807813,890.0,258.0,977.0,355.0,901.461,297.317,931.261,300.856,907.434,321.397,911.072,331.955,934.169,333.85
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535865718924,538.0,359.0,619.0,461.0,567.401,406.64,601.401,392.907,596.651,417.377,582.502,438.876,611.577,428.362
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535865718924,891.0,259.0,977.0,355.0,903.132,298.257,933.35,301.24,910.207,321.887,912.329,331.911,936.207,333.44
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535893530035,537.0,358.0,618.0,460.0,566.981,406.134,600.842,391.798,596.767,416.541,582.717,438.284,611.512,427.309
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535893530035,891.0,259.0,976.0,355.0,902.697,298.635,934.803,300.878,911.474,322.079,911.609,332.021,937.421,333.077
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535927018924,537.0,358.0,619.0,461.0,566.781,404.973,601.229,391.198,596.279,415.854,581.617,437.843,611.131,427.279
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535927018924,890.0,259.0,976.0,355.0,902.899,299.122,936.237,300.991,913.045,322.462,911.8,332.891,937.841,333.765
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535962230035,536.0,356.0,617.0,461.0,565.926,403.405,600.194,390.208,595.255,414.124,580.139,436.382,609.973,426.257
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535962230035,889.0,259.0,976.0,355.0,902.653,298.905,937.313,300.703,913.959,322.42,911.436,333.101,938.124,333.976
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535996296702,888.0,260.0,975.0,355.0,902.687,299.114,937.939,300.574,914.763,322.46,910.949,333.469,938.421,334.136
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295535996296702,536.0,355.0,617.0,462.0,565.931,402.797,600.024,389.69,595.244,414.099,580.029,436.645,609.672,426.609
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536037052257,537.0,356.0,618.0,460.0,566.372,403.572,600.609,390.194,595.738,413.827,581.258,436.875,610.108,426.642
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536037052257,889.0,263.0,973.0,356.0,902.835,299.922,938.063,302.311,915.002,323.81,909.978,334.709,937.182,336.141
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536078774480,537.0,356.0,617.0,459.0,566.673,403.438,600.637,390.573,596.043,412.816,581.392,436.009,610.187,426.211
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536078774480,889.0,263.0,973.0,356.0,903.784,299.785,939.201,302.076,916.218,323.337,909.994,334.112,938.005,335.527
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536099774480,537.0,358.0,618.0,460.0,567.138,404.346,601.162,391.422,596.691,413.654,582.149,436.732,610.942,426.883
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536099774480,887.0,263.0,972.0,357.0,902.059,300.866,937.245,302.296,914.81,323.948,909.719,335.68,936.742,336.403
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536130852257,538.0,359.0,620.0,459.0,567.829,404.719,602.055,391.417,597.487,413.677,583.216,436.611,612.104,426.468
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536130852257,888.0,263.0,972.0,357.0,902.797,300.884,937.93,302.41,915.49,323.924,910.068,335.971,936.956,336.793
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536169696702,539.0,357.0,621.0,458.0,569.224,401.299,603.543,389.259,598.287,410.757,583.41,433.516,612.623,424.375
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536169696702,888.0,261.0,973.0,355.0,901.597,299.705,936.451,301.083,913.507,322.896,909.326,334.091,936.692,334.725
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536206718924,542.0,353.0,623.0,456.0,569.936,399.317,604.123,386.218,597.913,409.798,583.663,431.427,613.977,421.237
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536206718924,889.0,260.0,974.0,354.0,902.171,298.709,937.252,299.167,914.643,321.532,910.73,333.31,937.852,333.262
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536237030035,542.0,352.0,624.0,455.0,570.272,396.885,605.145,384.943,598.303,407.872,583.743,429.912,614.231,420.607
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536237030035,889.0,258.0,975.0,353.0,902.475,296.868,937.044,296.963,914.855,319.498,911.983,331.81,938.218,331.455
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536272174480,542.0,350.0,625.0,451.0,569.565,395.793,605.438,383.171,598.6,405.341,584.606,428.203,614.984,418.33
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536272174480,890.0,255.0,975.0,350.0,902.555,295.306,936.965,295.558,914.546,317.675,912.498,329.963,937.728,329.715
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536304018924,543.0,346.0,626.0,448.0,571.625,392.104,606.978,379.952,600.6,401.334,585.758,424.497,615.926,415.019
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536304018924,891.0,249.0,977.0,348.0,904.34,293.077,937.498,292.528,916.195,315.335,915.067,328.848,939.297,327.937
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536330907813,545.0,343.0,627.0,445.0,575.268,389.005,610.215,378.06,603.565,399.697,587.609,421.919,618.024,413.599
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536330907813,893.0,249.0,977.0,346.0,906.888,290.559,939.869,289.621,919.12,312.026,916.824,325.509,941.553,324.369
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536373430035,546.0,342.0,628.0,443.0,576.088,386.89,611.752,376.218,604.819,397.254,588.034,419.124,619.541,411.001
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536373430035,894.0,247.0,977.0,345.0,906.419,287.041,938.54,286.547,916.744,308.975,915.634,322.522,940.946,321.655
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536402707813,547.0,341.0,630.0,442.0,576.961,385.871,612.765,375.136,605.167,396.229,588.55,417.488,620.634,409.277
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536402707813,894.0,246.0,978.0,344.0,906.217,284.434,937.66,284.589,915.091,306.843,915.011,320.097,940.276,319.672
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536436318924,548.0,340.0,631.0,442.0,578.224,385.567,613.865,373.622,607.077,396.116,589.875,416.409,622.472,407.278
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536436318924,896.0,243.0,979.0,342.0,906.556,281.444,938.596,282.065,914.415,304.249,914.179,318.14,939.228,318.124
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536469930035,548.0,340.0,631.0,442.0,578.051,385.576,613.882,374.189,606.583,396.838,589.37,417.332,621.831,408.618
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536469930035,895.0,242.0,978.0,340.0,906.183,280.297,937.574,281.082,913.583,302.859,913.207,316.086,938.313,316.175
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536496174480,548.0,341.0,632.0,446.0,578.463,387.964,613.931,376.118,607.117,399.037,589.897,419.759,622.904,410.69
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536496174480,895.0,242.0,978.0,340.0,904.509,279.862,934.072,281.532,910.387,302.429,912.335,315.163,936.989,315.806
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536525930035,550.0,349.0,632.0,455.0,578.63,393.973,614.687,383.146,608.004,406.143,590.896,429.655,622.179,421.288
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536525930035,897.0,247.0,977.0,345.0,905.175,285.019,934.264,286.898,910.085,306.776,911.391,322.321,933.575,323.29
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536560796702,552.0,368.0,631.0,473.0,579.967,412.604,613.898,403.006,607.061,425.806,592.381,449.625,619.526,442.27
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536560796702,895.0,259.0,977.0,364.0,903.344,299.24,931.56,303.19,905.663,323.647,909.112,341.557,926.513,344.271
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536593663368,555.0,408.0,636.0,512.0,582.05,447.393,616.703,440.638,606.187,462.225,593.712,486.624,619.625,481.37
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536593663368,900.0,298.0,977.0,404.0,908.579,340.602,935.28,341.673,912.631,363.726,916.28,382.098,933.247,382.614
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536629052257,555.0,448.0,636.0,556.0,583.882,488.947,618.09,482.933,608.113,505.941,594.736,530.247,619.952,525.611
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536629052257,902.0,348.0,978.0,456.0,909.491,392.045,937.953,395.251,915.32,418.596,917.706,435.878,935.741,437.969
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536672474480,550.0,489.0,631.0,600.0,581.611,529.399,617.073,524.997,607.088,547.96,591.642,573.049,617.453,569.802
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536672474480,900.0,393.0,978.0,500.0,908.265,438.12,937.147,441.318,914.023,463.352,915.32,480.635,934.023,482.739
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536703763368,544.0,517.0,627.0,634.0,577.519,561.831,614.006,558.347,604.407,580.472,586.267,605.529,613.596,602.976
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536703763368,896.0,437.0,975.0,539.0,904.2,479.717,933.801,483.433,909.887,504.525,910.24,520.723,929.383,523.153
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536736607813,543.0,550.0,621.0,658.0,575.914,588.109,610.564,586.677,601.723,605.886,582.226,629.165,609.472,628.176
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536736607813,892.0,471.0,968.0,572.0,899.034,511.683,926.516,516.33,902.822,536.178,905.014,551.817,921.963,555.057
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536771307813,539.0,569.0,619.0,676.0,571.307,606.824,606.249,604.95,596.076,624.466,575.884,645.157,606.837,644.022
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536771307813,891.0,500.0,966.0,599.0,898.874,538.236,927.577,543.767,903.033,562.504,902.99,578.143,921.226,582.063
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536811574480,538.0,584.0,618.0,689.0,570.715,620.98,606.659,620.465,595.531,639.003,574.697,659.591,605.601,659.465
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536811574480,891.0,523.0,966.0,620.0,898.865,558.852,928.104,564.792,903.175,583.54,902.652,599.212,921.266,603.486
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536828885591,538.0,595.0,619.0,699.0,573.135,632.145,607.791,631.746,598.403,650.085,576.797,669.285,606.963,669.338
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536828885591,890.0,539.0,966.0,637.0,897.952,575.083,925.578,582.137,900.48,599.822,901.019,615.344,918.319,620.44
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536872241146,539.0,603.0,619.0,708.0,573.258,642.167,608.813,642.807,598.241,661.553,576.125,680.003,606.473,680.852
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536872241146,890.0,556.0,966.0,651.0,899.562,590.418,927.114,598.132,902.455,613.991,901.422,628.218,919.576,633.858
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536901418924,539.0,614.0,621.0,718.0,574.623,652.459,609.976,652.686,599.527,670.547,577.46,688.619,608.03,689.153
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536901418924,892.0,570.0,967.0,666.0,901.205,605.909,930.096,612.254,905.821,628.508,902.593,643.495,922.031,648.233
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536937885591,541.0,617.0,622.0,727.0,575.687,659.627,611.319,660.861,600.642,679.112,577.959,698.076,608.282,699.401
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536937885591,893.0,580.0,971.0,678.0,902.417,614.548,931.069,623.268,904.254,639.524,902.702,654.249,922.533,660.292
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536974885591,543.0,623.0,625.0,730.0,577.608,664.509,613.873,666.408,601.877,684.315,579.411,701.8,609.796,703.452
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295536974885591,897.0,587.0,973.0,684.0,907.469,623.08,936.591,631.731,910.227,647.515,906.026,660.268,927.081,666.445
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537005630035,545.0,626.0,627.0,733.0,578.796,668.501,615.4,668.941,603.623,688.141,580.785,704.674,612.312,705.281
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537005630035,898.0,593.0,975.0,691.0,907.275,630.672,936.888,638.058,910.237,653.772,907.104,665.709,929.542,671.039
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537036630035,546.0,626.0,628.0,733.0,579.948,668.379,617.063,669.698,604.587,688.707,580.751,704.398,613.092,705.715
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537036630035,899.0,595.0,975.0,692.0,908.31,632.211,937.971,639.296,911.42,654.783,908.118,666.893,930.81,672.009
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537068974480,545.0,622.0,629.0,730.0,580.904,664.573,618.628,667.559,605.38,685.41,581.205,701.863,613.02,704.417
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537068974480,900.0,591.0,977.0,691.0,910.781,629.001,939.881,636.302,913.402,653.301,910.171,664.67,934.069,669.786
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537096674480,548.0,616.0,632.0,723.0,584.361,657.06,621.479,660.361,608.52,678.195,583.865,693.843,616.032,696.74
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537096674480,903.0,586.0,978.0,685.0,914.258,621.834,943.85,629.148,916.898,644.264,912.611,658.366,935.385,663.866
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295537124874480,551.0,605.0,634.0,712.0,586.501,645.821,623.497,648.906,610.531,666.802,585.649,682.172,618.425,684.903
